Month,MajorText,MinorText,CrimeCount,Spatial_DistrictName
201207,Theft and Handling,Theft Person,238,Newham
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,50,Newham
201207,Violence Against The Person,Assault With Injury,168,Newham
201207,Violence Against The Person,Offensive Weapon,13,Newham
201207,Violence Against The Person,Common Assault,184,Newham
201207,Drugs,Drug Trafficking,5,Newham
201207,Sexual Offences,Other Sexual,19,Newham
201207,Robbery,Business Property,6,Newham
201207,Violence Against The Person,Other Violence,31,Newham
201207,Criminal Damage,Criminal Damage To Other Building,17,Newham
201207,Violence Against The Person,Wounding/GBH,29,Newham
201207,Criminal Damage,Criminal Damage To Dwelling,66,Newham
201207,Other Notifiable Offences,Going Equipped,4,Newham
201207,Theft and Handling,Other Theft,444,Newham
201207,Other Notifiable Offences,Other Notifiable,27,Barking and Dagenham
201207,Criminal Damage,Other Criminal Damage,33,Barking and Dagenham
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,80,Barking and Dagenham
201207,Violence Against The Person,Common Assault,78,Barking and Dagenham
201207,Criminal Damage,Criminal Damage To Motor Vehicle,59,Barking and Dagenham
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,32,Barking and Dagenham
201207,Criminal Damage,Criminal Damage To Dwelling,33,Barking and Dagenham
201207,Fraud and Forgery,Other Fraud and Forgery,19,Barking and Dagenham
201207,Theft and Handling,Theft Person,42,Barking and Dagenham
201207,Drugs,Possession Of Drugs,96,Barking and Dagenham
201207,Other Notifiable Offences,Going Equipped,1,Barking and Dagenham
201207,Violence Against The Person,Other Violence,9,Barking and Dagenham
201207,Theft and Handling,Motor Vehicle Interference and Tampering,6,Barking and Dagenham
201207,Burglary,Burglary In A Dwelling,129,Barking and Dagenham
201207,Violence Against The Person,Offensive Weapon,6,Barking and Dagenham
201207,Violence Against The Person,Wounding/GBH,10,Barking and Dagenham
201207,Theft and Handling,Handling Stolen Goods,2,Barking and Dagenham
201207,Violence Against The Person,Assault With Injury,135,Barking and Dagenham
201207,Fraud and Forgery,Counted Per Victim,66,Barking and Dagenham
201207,Robbery,Personal Property,49,Barking and Dagenham
201207,Robbery,Business Property,4,Barking and Dagenham
201207,Sexual Offences,Other Sexual,14,Barking and Dagenham
201207,Criminal Damage,Criminal Damage To Other Building,17,Barking and Dagenham
201207,Theft and Handling,Theft From Shops,63,Barking and Dagenham
201207,Theft and Handling,Theft From Motor Vehicle,108,Barking and Dagenham
201207,Sexual Offences,Rape,10,Barking and Dagenham
201207,Theft and Handling,Other Theft,179,Barking and Dagenham
201207,Drugs,Drug Trafficking,3,Barking and Dagenham
201207,Burglary,Burglary In Other Buildings,50,Barking and Dagenham
201207,Violence Against The Person,Harassment,91,Barking and Dagenham
201207,Theft and Handling,Other Theft,516,Lambeth
201207,Burglary,Burglary In Other Buildings,79,Lambeth
201207,Violence Against The Person,Harassment,185,Lambeth
201207,Robbery,Business Property,14,Lambeth
201207,Drugs,Drug Trafficking,11,Lambeth
201207,Theft and Handling,Theft From Motor Vehicle,168,Lambeth
201207,Theft and Handling,Theft From Shops,54,Lambeth
201207,Burglary,Burglary In A Dwelling,195,Lambeth
201207,Sexual Offences,Rape,9,Lambeth
201207,Violence Against The Person,Common Assault,141,Lambeth
201207,Other Notifiable Offences,Other Notifiable,32,Lambeth
201207,Theft and Handling,Theft Person,209,Lambeth
201207,Criminal Damage,Criminal Damage To Other Building,22,Lambeth
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,129,Lambeth
201207,Violence Against The Person,Assault With Injury,229,Lambeth
201207,Criminal Damage,Other Criminal Damage,51,Lambeth
201207,Robbery,Personal Property,217,Lambeth
201207,Fraud and Forgery,Other Fraud and Forgery,34,Lambeth
201207,Drugs,Possession Of Drugs,171,Lambeth
201207,Theft and Handling,Handling Stolen Goods,8,Lambeth
201207,Criminal Damage,Criminal Damage To Dwelling,65,Lambeth
201207,Violence Against The Person,Wounding/GBH,40,Lambeth
201207,Theft and Handling,Motor Vehicle Interference and Tampering,20,Lambeth
201207,Other Notifiable Offences,Going Equipped,6,Lambeth
201207,Fraud and Forgery,Counted Per Victim,101,Lambeth
201207,Violence Against The Person,Other Violence,41,Lambeth
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,82,Lambeth
201207,Criminal Damage,Criminal Damage To Motor Vehicle,89,Lambeth
201207,Sexual Offences,Other Sexual,33,Lambeth
201207,Violence Against The Person,Offensive Weapon,20,Lambeth
201207,Robbery,Business Property,11,Southwark
201207,Criminal Damage,Criminal Damage To Other Building,18,Southwark
201207,Drugs,Possession Of Drugs,235,Southwark
201207,Sexual Offences,Other Sexual,31,Southwark
201207,Violence Against The Person,Offensive Weapon,22,Southwark
201207,Violence Against The Person,Wounding/GBH,31,Southwark
201207,Violence Against The Person,Harassment,190,Southwark
201207,Violence Against The Person,Other Violence,29,Southwark
201207,Theft and Handling,Other Theft,440,Southwark
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,157,Southwark
201207,Violence Against The Person,Assault With Injury,190,Southwark
201207,Other Notifiable Offences,Other Notifiable,36,Southwark
201207,Theft and Handling,Theft Person,194,Southwark
201207,Criminal Damage,Other Criminal Damage,64,Southwark
201207,Criminal Damage,Criminal Damage To Motor Vehicle,70,Southwark
201207,Fraud and Forgery,Counted Per Victim,89,Southwark
201207,Theft and Handling,Handling Stolen Goods,3,Southwark
201207,Robbery,Personal Property,236,Southwark
201207,Criminal Damage,Criminal Damage To Dwelling,44,Southwark
201207,Fraud and Forgery,Other Fraud and Forgery,53,Southwark
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,67,Southwark
201207,Burglary,Burglary In Other Buildings,102,Southwark
201207,Theft and Handling,Motor Vehicle Interference and Tampering,10,Southwark
201207,Other Notifiable Offences,Going Equipped,4,Southwark
201207,Theft and Handling,Theft From Shops,90,Southwark
201207,Theft and Handling,Theft From Motor Vehicle,161,Southwark
201207,Drugs,Other Drugs,2,Southwark
201207,Burglary,Burglary In A Dwelling,153,Southwark
201207,Violence Against The Person,Common Assault,154,Southwark
201207,Sexual Offences,Rape,16,Southwark
201207,Drugs,Drug Trafficking,13,Southwark
201207,Drugs,Drug Trafficking,19,Islington
201207,Burglary,Burglary In Other Buildings,71,Islington
201207,Violence Against The Person,Harassment,193,Islington
201207,Theft and Handling,Theft From Shops,93,Islington
201207,Theft and Handling,Theft From Motor Vehicle,171,Islington
201207,Theft and Handling,Other Theft,455,Islington
201207,Burglary,Burglary In A Dwelling,102,Islington
201207,Drugs,Possession Of Drugs,104,Islington
201207,Sexual Offences,Rape,8,Islington
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,68,Islington
201207,Fraud and Forgery,Counted Per Victim,51,Islington
201207,Other Notifiable Offences,Other Notifiable,28,Islington
201207,Violence Against The Person,Wounding/GBH,34,Islington
201207,Fraud and Forgery,Other Fraud and Forgery,24,Islington
201207,Violence Against The Person,Other Violence,22,Islington
201207,Robbery,Business Property,6,Islington
201207,Criminal Damage,Other Criminal Damage,34,Islington
201207,Robbery,Personal Property,107,Islington
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,134,Islington
201207,Theft and Handling,Theft Person,380,Islington
201207,Criminal Damage,Criminal Damage To Other Building,16,Islington
201207,Violence Against The Person,Assault With Injury,151,Islington
201207,Theft and Handling,Handling Stolen Goods,6,Islington
201207,Violence Against The Person,Common Assault,121,Islington
201207,Theft and Handling,Motor Vehicle Interference and Tampering,10,Islington
201207,Violence Against The Person,Offensive Weapon,6,Islington
201207,Criminal Damage,Criminal Damage To Dwelling,54,Islington
201207,Criminal Damage,Criminal Damage To Motor Vehicle,50,Islington
201207,Sexual Offences,Other Sexual,24,Islington
201207,Other Notifiable Offences,Going Equipped,1,Islington
201207,Violence Against The Person,Murder,1,Islington
201207,Sexual Offences,Rape,8,Lewisham
201207,Robbery,Personal Property,117,Lewisham
201207,Theft and Handling,Theft From Motor Vehicle,190,Lewisham
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,60,Lewisham
201207,Fraud and Forgery,Counted Per Victim,82,Lewisham
201207,Theft and Handling,Theft From Shops,87,Lewisham
201207,Violence Against The Person,Offensive Weapon,15,Lewisham
201207,Burglary,Burglary In Other Buildings,77,Lewisham
201207,Theft and Handling,Handling Stolen Goods,8,Lewisham
201207,Theft and Handling,Theft Person,54,Lewisham
201207,Other Notifiable Offences,Other Notifiable,24,Lewisham
201207,Violence Against The Person,Assault With Injury,161,Lewisham
201207,Criminal Damage,Criminal Damage To Motor Vehicle,77,Lewisham
201207,Robbery,Business Property,10,Lewisham
201207,Burglary,Burglary In A Dwelling,161,Lewisham
201207,Violence Against The Person,Common Assault,159,Lewisham
201207,Violence Against The Person,Wounding/GBH,17,Lewisham
201207,Drugs,Possession Of Drugs,95,Lewisham
201207,Criminal Damage,Criminal Damage To Other Building,19,Lewisham
201207,Sexual Offences,Other Sexual,28,Lewisham
201207,Theft and Handling,Other Theft,272,Lewisham
201207,Drugs,Drug Trafficking,22,Lewisham
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,70,Lewisham
201207,Criminal Damage,Other Criminal Damage,47,Lewisham
201207,Fraud and Forgery,Other Fraud and Forgery,39,Lewisham
201207,Violence Against The Person,Harassment,176,Lewisham
201207,Criminal Damage,Criminal Damage To Dwelling,50,Lewisham
201207,Violence Against The Person,Other Violence,11,Lewisham
201207,Other Notifiable Offences,Going Equipped,3,Lewisham
201207,Theft and Handling,Motor Vehicle Interference and Tampering,9,Lewisham
201207,Theft and Handling,Other Theft,279,Bromley
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,24,Bromley
201207,Violence Against The Person,Other Violence,13,Bromley
201207,Fraud and Forgery,Counted Per Victim,104,Bromley
201207,Violence Against The Person,Harassment,138,Bromley
201207,Theft and Handling,Motor Vehicle Interference and Tampering,2,Bromley
201207,Sexual Offences,Other Sexual,10,Bromley
201207,Theft and Handling,Theft From Shops,92,Bromley
201207,Drugs,Drug Trafficking,8,Bromley
201207,Theft and Handling,Theft From Motor Vehicle,181,Bromley
201207,Theft and Handling,Handling Stolen Goods,4,Bromley
201207,Criminal Damage,Criminal Damage To Dwelling,43,Bromley
201207,Sexual Offences,Rape,2,Bromley
201207,Violence Against The Person,Assault With Injury,125,Bromley
201207,Robbery,Personal Property,51,Bromley
201207,Burglary,Burglary In Other Buildings,96,Bromley
201207,Criminal Damage,Criminal Damage To Motor Vehicle,86,Bromley
201207,Fraud and Forgery,Other Fraud and Forgery,17,Bromley
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,63,Bromley
201207,Criminal Damage,Other Criminal Damage,55,Bromley
201207,Robbery,Business Property,4,Bromley
201207,Violence Against The Person,Common Assault,87,Bromley
201207,Drugs,Possession Of Drugs,90,Bromley
201207,Criminal Damage,Criminal Damage To Other Building,21,Bromley
201207,Theft and Handling,Theft Person,47,Bromley
201207,Burglary,Burglary In A Dwelling,120,Bromley
201207,Other Notifiable Offences,Other Notifiable,20,Bromley
201207,Violence Against The Person,Offensive Weapon,6,Bromley
201207,Violence Against The Person,Wounding/GBH,12,Bromley
201207,Robbery,Personal Property,41,Harrow
201207,Theft and Handling,Other Theft,155,Harrow
201207,Violence Against The Person,Other Violence,19,Harrow
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,16,Harrow
201207,Fraud and Forgery,Counted Per Victim,51,Harrow
201207,Theft and Handling,Theft From Shops,36,Harrow
201207,Sexual Offences,Other Sexual,12,Harrow
201207,Theft and Handling,Motor Vehicle Interference and Tampering,10,Harrow
201207,Drugs,Drug Trafficking,8,Harrow
201207,Violence Against The Person,Assault With Injury,96,Harrow
201207,Theft and Handling,Theft From Motor Vehicle,137,Harrow
201207,Violence Against The Person,Harassment,78,Harrow
201207,Criminal Damage,Criminal Damage To Dwelling,34,Harrow
201207,Violence Against The Person,Offensive Weapon,7,Harrow
201207,Criminal Damage,Criminal Damage To Motor Vehicle,58,Harrow
201207,Sexual Offences,Rape,6,Harrow
201207,Theft and Handling,Handling Stolen Goods,2,Harrow
201207,Other Notifiable Offences,Other Notifiable,19,Harrow
201207,Burglary,Burglary In Other Buildings,55,Harrow
201207,Burglary,Burglary In A Dwelling,120,Harrow
201207,Criminal Damage,Other Criminal Damage,26,Harrow
201207,Robbery,Business Property,2,Harrow
201207,Fraud and Forgery,Other Fraud and Forgery,22,Harrow
201207,Drugs,Possession Of Drugs,54,Harrow
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,18,Harrow
201207,Theft and Handling,Theft Person,18,Harrow
201207,Violence Against The Person,Common Assault,77,Harrow
201207,Violence Against The Person,Wounding/GBH,13,Harrow
201207,Criminal Damage,Criminal Damage To Other Building,11,Harrow
201207,Criminal Damage,Other Criminal Damage,38,Brent
201207,Criminal Damage,Criminal Damage To Motor Vehicle,71,Brent
201207,Fraud and Forgery,Other Fraud and Forgery,49,Brent
201207,Violence Against The Person,Harassment,188,Brent
201207,Violence Against The Person,Other Violence,20,Brent
201207,Other Notifiable Offences,Going Equipped,5,Brent
201207,Theft and Handling,Theft Person,76,Brent
201207,Burglary,Burglary In Other Buildings,89,Brent
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,49,Brent
201207,Theft and Handling,Motor Vehicle Interference and Tampering,17,Brent
201207,Robbery,Business Property,6,Brent
201207,Drugs,Possession Of Drugs,339,Brent
201207,Criminal Damage,Criminal Damage To Dwelling,34,Brent
201207,Violence Against The Person,Assault With Injury,174,Brent
201207,Theft and Handling,Handling Stolen Goods,10,Brent
201207,Other Notifiable Offences,Other Notifiable,37,Brent
201207,Sexual Offences,Rape,10,Brent
201207,Burglary,Burglary In A Dwelling,187,Brent
201207,Drugs,Other Drugs,2,Brent
201207,Sexual Offences,Other Sexual,20,Brent
201207,Criminal Damage,Criminal Damage To Other Building,18,Brent
201207,Theft and Handling,Other Theft,251,Brent
201207,Theft and Handling,Theft From Motor Vehicle,214,Brent
201207,Drugs,Drug Trafficking,11,Brent
201207,Violence Against The Person,Common Assault,145,Brent
201207,Robbery,Personal Property,130,Brent
201207,Theft and Handling,Theft From Shops,63,Brent
201207,Violence Against The Person,Wounding/GBH,26,Brent
201207,Violence Against The Person,Offensive Weapon,16,Brent
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,38,Brent
201207,Fraud and Forgery,Counted Per Victim,85,Brent
201207,Sexual Offences,Other Sexual,33,Greenwich
201207,Violence Against The Person,Murder,1,Greenwich
201207,Theft and Handling,Handling Stolen Goods,1,Greenwich
201207,Robbery,Business Property,15,Greenwich
201207,Criminal Damage,Criminal Damage To Other Building,18,Greenwich
201207,Sexual Offences,Rape,5,Greenwich
201207,Theft and Handling,Theft From Motor Vehicle,131,Greenwich
201207,Theft and Handling,Motor Vehicle Interference and Tampering,16,Greenwich
201207,Other Notifiable Offences,Other Notifiable,23,Greenwich
201207,Violence Against The Person,Common Assault,96,Greenwich
201207,Violence Against The Person,Assault With Injury,170,Greenwich
201207,Criminal Damage,Criminal Damage To Dwelling,58,Greenwich
201207,Burglary,Burglary In A Dwelling,115,Greenwich
201207,Violence Against The Person,Wounding/GBH,22,Greenwich
201207,Robbery,Personal Property,54,Greenwich
201207,Drugs,Possession Of Drugs,91,Greenwich
201207,Violence Against The Person,Other Violence,34,Greenwich
201207,Fraud and Forgery,Counted Per Victim,86,Greenwich
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,39,Greenwich
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,55,Greenwich
201207,Theft and Handling,Theft From Shops,104,Greenwich
201207,Other Notifiable Offences,Going Equipped,1,Greenwich
201207,Drugs,Drug Trafficking,13,Greenwich
201207,Theft and Handling,Theft Person,52,Greenwich
201207,Criminal Damage,Criminal Damage To Motor Vehicle,69,Greenwich
201207,Criminal Damage,Other Criminal Damage,44,Greenwich
201207,Violence Against The Person,Harassment,146,Greenwich
201207,Violence Against The Person,Offensive Weapon,3,Greenwich
201207,Fraud and Forgery,Other Fraud and Forgery,31,Greenwich
201207,Theft and Handling,Other Theft,284,Greenwich
201207,Burglary,Burglary In Other Buildings,62,Greenwich
201207,Fraud and Forgery,Counted Per Victim,42,Bexley
201207,Violence Against The Person,Harassment,61,Bexley
201207,Theft and Handling,Theft From Shops,68,Bexley
201207,Theft and Handling,Other Theft,115,Bexley
201207,Other Notifiable Offences,Going Equipped,1,Bexley
201207,Robbery,Personal Property,22,Bexley
201207,Violence Against The Person,Offensive Weapon,3,Bexley
201207,Theft and Handling,Motor Vehicle Interference and Tampering,11,Bexley
201207,Criminal Damage,Criminal Damage To Motor Vehicle,68,Bexley
201207,Theft and Handling,Handling Stolen Goods,1,Bexley
201207,Theft and Handling,Theft From Motor Vehicle,92,Bexley
201207,Drugs,Drug Trafficking,5,Bexley
201207,Criminal Damage,Criminal Damage To Dwelling,33,Bexley
201207,Sexual Offences,Rape,3,Bexley
201207,Criminal Damage,Criminal Damage To Other Building,11,Bexley
201207,Burglary,Burglary In Other Buildings,68,Bexley
201207,Violence Against The Person,Other Violence,7,Bexley
201207,Violence Against The Person,Common Assault,62,Bexley
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,14,Bexley
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,44,Bexley
201207,Robbery,Business Property,2,Bexley
201207,Drugs,Possession Of Drugs,66,Bexley
201207,Criminal Damage,Other Criminal Damage,42,Bexley
201207,Theft and Handling,Theft Person,18,Bexley
201207,Sexual Offences,Other Sexual,14,Bexley
201207,Violence Against The Person,Wounding/GBH,15,Bexley
201207,Burglary,Burglary In A Dwelling,75,Bexley
201207,Violence Against The Person,Assault With Injury,76,Bexley
201207,Other Notifiable Offences,Other Notifiable,7,Bexley
201207,Fraud and Forgery,Other Fraud and Forgery,21,Bexley
201207,Theft and Handling,Theft From Motor Vehicle,4,NULL
201207,Theft and Handling,Handling Stolen Goods,2,NULL
201207,Theft and Handling,Theft Person,4,NULL
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,2,NULL
201207,Fraud and Forgery,Other Fraud and Forgery,11,NULL
201207,Criminal Damage,Other Criminal Damage,2,NULL
201207,Violence Against The Person,Common Assault,6,NULL
201207,Violence Against The Person,Harassment,4,NULL
201207,Violence Against The Person,Assault With Injury,2,NULL
201207,Burglary,Burglary In Other Buildings,1,NULL
201207,Criminal Damage,Criminal Damage To Motor Vehicle,4,NULL
201207,Sexual Offences,Other Sexual,2,NULL
201207,Fraud and Forgery,Counted Per Victim,4,NULL
201207,Other Notifiable Offences,Other Notifiable,20,NULL
201207,Theft and Handling,Other Theft,121,NULL
201207,Violence Against The Person,Offensive Weapon,12,NULL
201207,Drugs,Possession Of Drugs,13,NULL
201207,Theft and Handling,Theft From Shops,24,NULL
201207,Violence Against The Person,Common Assault,86,Barnet
201207,Other Notifiable Offences,Other Notifiable,18,Barnet
201207,Criminal Damage,Criminal Damage To Motor Vehicle,78,Barnet
201207,Violence Against The Person,Other Violence,24,Barnet
201207,Robbery,Business Property,1,Barnet
201207,Sexual Offences,Other Sexual,19,Barnet
201207,Violence Against The Person,Offensive Weapon,9,Barnet
201207,Violence Against The Person,Assault With Injury,117,Barnet
201207,Criminal Damage,Other Criminal Damage,38,Barnet
201207,Theft and Handling,Theft Person,44,Barnet
201207,Violence Against The Person,Harassment,114,Barnet
201207,Violence Against The Person,Wounding/GBH,10,Barnet
201207,Fraud and Forgery,Other Fraud and Forgery,100,Barnet
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,22,Barnet
201207,Criminal Damage,Criminal Damage To Other Building,10,Barnet
201207,Theft and Handling,Theft From Shops,105,Barnet
201207,Burglary,Burglary In A Dwelling,245,Barnet
201207,Burglary,Burglary In Other Buildings,91,Barnet
201207,Theft and Handling,Other Theft,298,Barnet
201207,Fraud and Forgery,Counted Per Victim,144,Barnet
201207,Theft and Handling,Theft From Motor Vehicle,281,Barnet
201207,Criminal Damage,Criminal Damage To Dwelling,37,Barnet
201207,Theft and Handling,Handling Stolen Goods,4,Barnet
201207,Sexual Offences,Rape,11,Barnet
201207,Drugs,Drug Trafficking,7,Barnet
201207,Robbery,Personal Property,103,Barnet
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,70,Barnet
201207,Theft and Handling,Motor Vehicle Interference and Tampering,26,Barnet
201207,Drugs,Possession Of Drugs,73,Barnet
201207,Other Notifiable Offences,Going Equipped,1,Barnet
201207,Other Notifiable Offences,Going Equipped,1,Richmond upon Thames
201207,Drugs,Possession Of Drugs,57,Richmond upon Thames
201207,Theft and Handling,Motor Vehicle Interference and Tampering,14,Richmond upon Thames
201207,Robbery,Personal Property,19,Richmond upon Thames
201207,Drugs,Drug Trafficking,4,Richmond upon Thames
201207,Theft and Handling,Handling Stolen Goods,1,Richmond upon Thames
201207,Theft and Handling,Theft From Shops,52,Richmond upon Thames
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,43,Richmond upon Thames
201207,Burglary,Burglary In A Dwelling,101,Richmond upon Thames
201207,Violence Against The Person,Harassment,68,Richmond upon Thames
201207,Violence Against The Person,Wounding/GBH,7,Richmond upon Thames
201207,Theft and Handling,Theft Person,25,Richmond upon Thames
201207,Sexual Offences,Rape,5,Richmond upon Thames
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,69,Richmond upon Thames
201207,Theft and Handling,Other Theft,166,Richmond upon Thames
201207,Burglary,Burglary In Other Buildings,65,Richmond upon Thames
201207,Fraud and Forgery,Counted Per Victim,34,Richmond upon Thames
201207,Criminal Damage,Criminal Damage To Motor Vehicle,41,Richmond upon Thames
201207,Criminal Damage,Criminal Damage To Dwelling,23,Richmond upon Thames
201207,Theft and Handling,Theft From Motor Vehicle,87,Richmond upon Thames
201207,Violence Against The Person,Assault With Injury,65,Richmond upon Thames
201207,Violence Against The Person,Offensive Weapon,2,Richmond upon Thames
201207,Fraud and Forgery,Other Fraud and Forgery,18,Richmond upon Thames
201207,Violence Against The Person,Other Violence,9,Richmond upon Thames
201207,Robbery,Business Property,1,Richmond upon Thames
201207,Sexual Offences,Other Sexual,11,Richmond upon Thames
201207,Criminal Damage,Criminal Damage To Other Building,5,Richmond upon Thames
201207,Criminal Damage,Other Criminal Damage,20,Richmond upon Thames
201207,Other Notifiable Offences,Other Notifiable,9,Richmond upon Thames
201207,Violence Against The Person,Common Assault,46,Richmond upon Thames
201207,Other Notifiable Offences,Other Notifiable,17,Hounslow
201207,Sexual Offences,Other Sexual,19,Hounslow
201207,Criminal Damage,Criminal Damage To Other Building,19,Hounslow
201207,Violence Against The Person,Assault With Injury,154,Hounslow
201207,Robbery,Business Property,5,Hounslow
201207,Violence Against The Person,Offensive Weapon,8,Hounslow
201207,Criminal Damage,Criminal Damage To Motor Vehicle,77,Hounslow
201207,Fraud and Forgery,Other Fraud and Forgery,51,Hounslow
201207,Violence Against The Person,Common Assault,122,Hounslow
201207,Criminal Damage,Other Criminal Damage,37,Hounslow
201207,Violence Against The Person,Harassment,180,Hounslow
201207,Violence Against The Person,Wounding/GBH,19,Hounslow
201207,Theft and Handling,Theft Person,63,Hounslow
201207,Violence Against The Person,Other Violence,22,Hounslow
201207,Criminal Damage,Criminal Damage To Dwelling,35,Hounslow
201207,Fraud and Forgery,Counted Per Victim,75,Hounslow
201207,Burglary,Burglary In A Dwelling,138,Hounslow
201207,Theft and Handling,Theft From Motor Vehicle,199,Hounslow
201207,Theft and Handling,Other Theft,246,Hounslow
201207,Burglary,Burglary In Other Buildings,92,Hounslow
201207,Sexual Offences,Rape,6,Hounslow
201207,Drugs,Drug Trafficking,12,Hounslow
201207,Theft and Handling,Handling Stolen Goods,6,Hounslow
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,37,Hounslow
201207,Other Notifiable Offences,Going Equipped,3,Hounslow
201207,Robbery,Personal Property,61,Hounslow
201207,Drugs,Other Drugs,1,Hounslow
201207,Drugs,Possession Of Drugs,146,Hounslow
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,64,Hounslow
201207,Theft and Handling,Motor Vehicle Interference and Tampering,14,Hounslow
201207,Theft and Handling,Theft From Shops,131,Hounslow
201207,Burglary,Burglary In A Dwelling,53,Kingston upon Thames
201207,Violence Against The Person,Harassment,53,Kingston upon Thames
201207,Theft and Handling,Theft From Motor Vehicle,41,Kingston upon Thames
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,33,Kingston upon Thames
201207,Burglary,Burglary In Other Buildings,47,Kingston upon Thames
201207,Theft and Handling,Theft Person,51,Kingston upon Thames
201207,Theft and Handling,Theft From Shops,77,Kingston upon Thames
201207,Sexual Offences,Rape,5,Kingston upon Thames
201207,Drugs,Possession Of Drugs,28,Kingston upon Thames
201207,Violence Against The Person,Assault With Injury,78,Kingston upon Thames
201207,Fraud and Forgery,Other Fraud and Forgery,14,Kingston upon Thames
201207,Criminal Damage,Criminal Damage To Motor Vehicle,34,Kingston upon Thames
201207,Criminal Damage,Other Criminal Damage,17,Kingston upon Thames
201207,Other Notifiable Offences,Other Notifiable,6,Kingston upon Thames
201207,Sexual Offences,Other Sexual,9,Kingston upon Thames
201207,Theft and Handling,Other Theft,133,Kingston upon Thames
201207,Criminal Damage,Criminal Damage To Other Building,7,Kingston upon Thames
201207,Other Notifiable Offences,Going Equipped,2,Kingston upon Thames
201207,Violence Against The Person,Offensive Weapon,5,Kingston upon Thames
201207,Theft and Handling,Handling Stolen Goods,1,Kingston upon Thames
201207,Drugs,Drug Trafficking,2,Kingston upon Thames
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,7,Kingston upon Thames
201207,Robbery,Business Property,2,Kingston upon Thames
201207,Violence Against The Person,Other Violence,3,Kingston upon Thames
201207,Robbery,Personal Property,17,Kingston upon Thames
201207,Theft and Handling,Motor Vehicle Interference and Tampering,4,Kingston upon Thames
201207,Violence Against The Person,Common Assault,46,Kingston upon Thames
201207,Violence Against The Person,Wounding/GBH,11,Kingston upon Thames
201207,Fraud and Forgery,Counted Per Victim,19,Kingston upon Thames
201207,Criminal Damage,Criminal Damage To Dwelling,14,Kingston upon Thames
201207,Sexual Offences,Other Sexual,12,Merton
201207,Robbery,Business Property,5,Merton
201207,Violence Against The Person,Wounding/GBH,8,Merton
201207,Violence Against The Person,Offensive Weapon,7,Merton
201207,Criminal Damage,Criminal Damage To Motor Vehicle,42,Merton
201207,Theft and Handling,Theft Person,25,Merton
201207,Violence Against The Person,Common Assault,66,Merton
201207,Criminal Damage,Criminal Damage To Other Building,16,Merton
201207,Violence Against The Person,Assault With Injury,82,Merton
201207,Theft and Handling,Theft From Shops,82,Merton
201207,Theft and Handling,Theft From Motor Vehicle,126,Merton
201207,Criminal Damage,Criminal Damage To Dwelling,37,Merton
201207,Drugs,Drug Trafficking,7,Merton
201207,Violence Against The Person,Other Violence,11,Merton
201207,Robbery,Personal Property,40,Merton
201207,Fraud and Forgery,Other Fraud and Forgery,23,Merton
201207,Violence Against The Person,Harassment,64,Merton
201207,Theft and Handling,Handling Stolen Goods,6,Merton
201207,Criminal Damage,Other Criminal Damage,18,Merton
201207,Other Notifiable Offences,Other Notifiable,12,Merton
201207,Burglary,Burglary In Other Buildings,47,Merton
201207,Drugs,Possession Of Drugs,72,Merton
201207,Drugs,Other Drugs,2,Merton
201207,Theft and Handling,Theft/Taking Of Motor Vehicle,30,Merton
201207,Theft and Handling,Motor Vehicle Interference and Tampering,9,Merton
201207,Fraud and Forgery,Counted Per Victim,41,Merton
201207,Theft and Handling,Other Theft,174,Merton
201207,Burglary,Burglary In A Dwelling,74,Merton
201207,Sexual Offences,Rape,6,Merton
201207,Theft and Handling,Theft/Taking Of Pedal Cycle,20,Merton
201207,Burglary,Burglary In A Dwelling,184,Wandsworth
201207,Theft and Handling,Theft From Motor Vehicle,235,Wandsworth
