Vote,,,,,,,,
Submission Details,,,,,,,,
Serial,SID,IP Address,Articulates a vision,Motivates others,Makes effective decisions,Willingness to confront tough issues,Impacts history,Node
73784,73996,85.105.242.207,5,5,5,5,5,node/88
73785,73997,160.75.113.16,5,5,5,5,5,node/88
73786,73998,37.154.189.182,5,5,5,5,5,node/88
73787,73999,85.105.242.207,5,5,5,5,5,node/88
73788,74000,78.174.162.142,5,5,5,5,5,node/88
73789,74001,88.236.78.254,5,5,5,5,5,node/88
73790,74002,94.54.241.228,5,5,5,5,5,node/88
73791,74003,78.174.162.142,5,5,5,5,5,node/88
73792,74004,88.224.173.205,5,5,5,5,5,node/88
73793,74005,5.47.91.153,5,5,5,5,5,node/88
73794,74006,81.215.59.196,5,5,5,5,5,node/88
73795,74007,85.105.242.207,5,5,5,5,5,node/88
73796,74008,195.87.244.8,5,5,5,5,5,node/88
73797,74009,82.245.249.126,5,5,5,5,5,node/88
73798,74010,176.219.132.3,5,5,5,5,5,node/88
73799,74011,82.245.249.126,5,5,5,5,5,node/88
73800,74012,212.156.59.254,5,5,5,5,4.5,node/88
73801,74013,212.156.59.254,5,5,5,5,5,node/88
73802,74014,85.99.38.248,5,5,5,5,5,node/88
73803,74015,37.155.10.191,5,5,5,5,5,node/88
73804,74016,188.57.92.220,5,5,5,5,5,node/85
73805,74017,92.44.122.65,5,5,5,5,5,node/88
73806,74018,88.230.183.142,1,1,1,1,1,node/88
73807,74019,78.34.65.139,5,5,5,5,5,node/88
73808,74020,188.207.73.74,5,5,5,5,5,node/88
73809,74021,2.28.197.153,5,4,5,5,5,node/84
73810,74022,188.56.200.68,5,5,5,5,5,node/88
73811,74023,193.254.229.150,5,5,5,5,5,node/88
73812,74024,195.87.244.8,5,5,5,5,5,node/88
73813,74025,188.57.70.3,5,5,5,5,5,node/88
73814,74026,85.106.1.37,1,1,1,1,1,node/88
73815,74027,46.196.236.133,5,5,5,5,5,node/88
73816,74028,46.196.0.209,5,5,5,5,5,node/88
73817,74029,195.87.244.8,5,5,5,5,5,node/88
73818,74030,88.224.173.205,5,5,5,5,5,node/86
73819,74031,91.235.105.252,5,5,5,5,5,node/88
73820,74032,188.57.92.220,5,5,5,5,5,node/88
73821,74033,85.106.1.37,5,5,5,5,5,node/88
73822,74034,85.110.78.9,5,5,5,5,5,node/88
73823,74035,78.181.145.43,5,4,5,5,5,node/88
73824,74036,78.175.39.45,5,5,5,5,5,node/88
73825,74037,78.182.46.221,5,5,5,5,5,node/88
73826,74038,93.210.209.117,5,5,5,5,5,node/88
73827,74039,95.12.84.28,5,5,5,5,5,node/88
73828,74040,85.110.78.9,5,5,5,5,5,node/88
73829,74041,188.58.37.77,5,5,5,5,5,node/88
73830,74042,78.187.233.148,5,5,5,5,5,node/88
73831,74043,213.148.68.2,5,5,5,5,5,node/88
73832,74044,88.238.3.188,5,5,5,5,5,node/88
73833,74045,85.110.78.9,5,5,5,5,5,node/88
73834,74046,78.163.141.49,5,5,5,5,5,node/88
73835,74047,195.175.81.238,5,5,5,5,5,node/88
73836,74048,217.131.22.92,5,5,5,5,5,node/88
73837,74049,176.219.170.249,5,4.5,5,4,4.5,node/88
73838,74050,78.163.141.49,5,5,5,5,5,node/88
73839,74051,193.255.177.220,5,5,5,5,5,node/88
73840,74052,213.148.68.2,5,5,5,5,5,node/88
73841,74053,213.148.68.2,5,5,5,5,5,node/88
73842,74054,78.160.112.113,5,5,5,5,5,node/88
73843,74055,85.98.189.203,5,5,5,5,5,node/88
73844,74056,212.175.53.110,5,5,5,5,5,node/88
73845,74057,185.51.24.224,5,5,5,5,5,node/88
73846,74058,193.255.177.220,5,5,5,5,5,node/88
73847,74059,85.103.7.113,5,5,5,5,5,node/88
73848,74060,95.10.209.86,5,5,5,5,5,node/88
73849,74061,78.160.112.113,5,5,5,5,5,node/88
73850,74062,37.155.57.173,5,5,5,5,5,node/88
73851,74063,178.246.3.177,5,5,5,5,5,node/88
73852,74064,5.250.205.65,5,5,5,5,5,node/88
73853,74065,212.156.62.54,5,5,5,5,5,node/88
73854,74066,5.250.205.65,5,5,5,5,5,node/88
73855,74067,85.103.7.113,5,5,5,5,5,node/88
73856,74068,94.123.228.239,5,5,5,5,5,node/88
73857,74069,81.215.59.196,5,5,5,5,5,node/88
73858,74070,5.47.81.255,5,5,5,5,5,node/88
73859,74071,66.249.81.222,5,5,5,5,5,node/85
73860,74072,217.68.210.82,5,5,5,5,5,node/88
73861,74073,81.215.59.196,5,5,5,5,5,node/88
73862,74074,5.46.3.139,5,5,5,5,5,node/88
73863,74075,81.215.59.196,5,5,5,5,5,node/88
73864,74076,91.217.238.2,5,5,5,5,5,node/88
73865,74077,213.148.68.2,4.5,5,5,5,5,node/88
73866,74078,178.233.189.234,5,5,5,5,5,node/88
73867,74079,188.57.189.85,5,5,5,5,5,node/88
73868,74080,194.29.214.244,5,5,5,5,5,node/88
73869,74081,178.233.189.234,5,5,5,5,5,node/88
73870,74082,110.20.24.2,5,5,5,5,5,node/88
73871,74083,176.33.163.148,5,5,5,5,5,node/88
73872,74084,107.147.187.66,5,5,5,5,5,node/88
73873,74085,178.233.189.234,5,5,5,5,5,node/85
73874,74086,95.6.64.212,5,5,5,5,5,node/88
73875,74087,88.252.230.30,5,5,5,5,5,node/88
73876,74088,5.47.81.255,5,5,5,5,5,node/88
73877,74089,213.148.68.2,5,5,5,5,5,node/88
73878,74090,78.175.10.22,5,5,5,5,2.5,node/88
73879,74091,94.123.151.69,5,5,5,5,5,node/88
73880,74092,94.122.112.133,5,5,5,5,5,node/88
73881,74093,213.43.114.112,5,5,5,4.5,5,node/88
73882,74094,213.43.114.112,5,5,5,4.5,5,node/88
73883,74095,94.122.112.133,5,5,5,5,5,node/88
73884,74096,85.105.29.227,5,5,5,5,5,node/88
73885,74097,81.215.203.245,5,5,5,5,5,node/88
73886,74098,94.123.151.69,5,5,5,5,5,node/85
73887,74099,212.156.155.118,5,5,5,5,5,node/88
73888,74100,78.190.216.209,5,5,5,5,5,node/88
73889,74101,176.33.17.232,5,5,5,5,5,node/88
73890,74102,144.122.152.41,5,5,5,5,5,node/88
73891,74103,213.148.68.2,5,5,5,5,5,node/88
73892,74104,88.244.68.44,5,5,4.5,5,5,node/88
73893,74105,213.74.128.18,5,5,5,5,5,node/88
73894,74106,46.115.164.186,5,5,5,5,5,node/88
73895,74107,213.74.122.181,5,5,5,5,5,node/88
73896,74108,88.244.68.44,5,5,5,5,5,node/88
73897,74109,88.246.98.84,5,5,5,5,5,node/88
73898,74110,212.252.67.217,5,5,5,5,5,node/88
73899,74111,88.240.172.63,5,5,5,5,5,node/88
73900,74112,195.87.244.8,5,5,5,5,5,node/88
73901,74113,5.27.6.209,5,5,5,5,5,node/88
73902,74114,195.87.244.8,5,5,5,5,5,node/88
73903,74115,5.27.6.209,5,5,5,5,5,node/88
73904,74116,88.247.89.198,5,5,5,5,5,node/88
73905,74117,88.246.98.84,5,5,5,5,5,node/88
73906,74118,5.27.6.209,5,5,5,5,5,node/88
73907,74119,78.190.128.191,5,5,5,5,5,node/88
73908,74120,88.238.3.17,5,5,5,5,5,node/88
73909,74121,212.133.129.16,5,5,5,5,5,node/88
73910,74122,88.247.151.91,5,5,5,5,5,node/88
73911,74123,176.238.201.209,5,5,5,5,5,node/88
73912,74124,37.155.156.229,5,5,5,5,5,node/85
73913,74125,195.87.244.8,5,5,5,5,5,node/88
73914,74126,5.47.34.48,5,5,5,5,5,node/85
73915,74127,195.87.244.8,5,5,5,5,5,node/88
73916,74128,85.110.78.9,5,5,5,5,5,node/88
73917,74129,37.58.52.81,5,5,5,5,5,node/88
73918,74130,5.47.34.48,5,5,5,5,5,node/85
73919,74131,88.244.246.37,5,5,5,5,5,node/88
73920,74132,85.110.78.9,5,5,5,5,5,node/88
73921,74133,178.240.220.50,5,5,5,5,5,node/88
73922,74134,95.8.157.98,5,5,5,5,5,node/88
73923,74135,5.245.138.245,5,5,5,5,5,node/88
73924,74136,82.222.86.247,5,5,5,5,5,node/88
73925,74137,88.233.149.186,5,5,5,5,5,node/88
73926,74138,94.55.235.66,5,5,5,5,5,node/88
73927,74139,85.110.6.28,5,5,5,5,5,node/88
73928,74140,37.140.208.1,5,5,5,5,5,node/88
73929,74141,178.240.80.227,5,5,5,5,5,node/88
73930,74142,46.197.177.118,5,5,5,5,5,node/88
73931,74143,78.165.190.69,4.5,4.5,5,4.5,5,node/88
73932,74144,85.105.184.151,5,5,5,5,5,node/88
73933,74145,37.140.208.1,5,5,5,5,5,node/88
73934,74146,93.91.72.254,5,5,5,5,5,node/88
73935,74147,85.105.184.151,5,4.5,4.5,4.5,5,node/88
73936,74148,95.7.245.166,5,5,5,5,5,node/88
73937,74149,94.55.165.20,5,5,5,5,5,node/88
73938,74150,193.255.88.143,5,5,5,5,5,node/88
73939,74151,82.222.86.247,5,5,5,5,5,node/85
73940,74152,109.228.202.177,5,5,5,5,5,node/88
73941,74153,95.7.245.166,5,5,5,5,5,node/88
73942,74154,77.92.17.239,5,5,5,5,5,node/88
73943,74155,85.107.35.218,5,5,5,5,5,node/88
73944,74156,195.87.244.8,5,5,5,5,5,node/88
73945,74157,176.240.194.229,5,5,5,5,5,node/88
73946,74158,78.165.190.69,5,4,4,3.5,5,node/28
73947,74159,95.9.168.215,5,5,5,5,5,node/88
73948,74160,85.108.113.215,5,5,5,5,5,node/88
73949,74161,95.9.168.215,5,5,5,5,5,node/88
73950,74162,212.175.11.130,4.5,5,5,5,5,node/88
73951,74163,85.108.113.215,5,5,5,5,5,node/88
73952,74164,88.244.245.73,5,5,5,5,5,node/88
73953,74165,78.187.133.7,5,5,5,5,5,node/88
73954,74166,5.47.17.50,5,5,5,5,5,node/88
73955,74167,159.146.12.254,5,5,5,5,5,node/88
73956,74168,94.55.235.66,5,5,5,5,5,node/85
73957,74169,195.87.244.8,5,5,5,5,5,node/88
73958,74170,176.219.164.215,5,5,5,5,5,node/88
73959,74171,176.219.164.215,5,5,5,5,5,node/88
73960,74172,213.148.68.2,5,5,5,5,5,node/88
73961,74173,213.148.68.2,5,5,5,5,5,node/88
73962,74174,78.165.190.69,5,5,4.5,4.5,5,node/113
73963,74175,212.175.11.130,5,5,5,5,5,node/88
73964,74176,37.34.4.22,5,5,5,5,5,node/88
73965,74177,176.33.202.39,5,5,5,5,5,node/88
73966,74178,94.55.213.131,5,5,5,5,5,node/88
73967,74179,176.33.202.39,5,5,5,5,5,node/88
73968,74180,212.2.216.43,5,5,5,5,5,node/88
73969,74181,193.255.212.167,5,5,5,5,5,node/88
73970,74182,88.253.29.102,5,5,5,5,5,node/88
73971,74183,144.122.25.29,5,5,5,5,5,node/88
73972,74184,95.9.168.215,5,5,5,5,5,node/88
73973,74185,78.165.190.69,4.5,5,4.5,4.5,4.5,node/51
73974,74186,78.186.49.27,5,5,4.5,5,5,node/88
73975,74187,178.245.189.180,5,5,5,5,5,node/88
73976,74188,212.156.57.110,5,5,5,5,5,node/88
73977,74189,213.194.109.110,5,5,5,5,5,node/88
73978,74190,151.250.61.139,5,5,5,5,5,node/88
73979,74191,212.156.57.110,5,5,5,5,5,node/88
73980,74192,212.156.62.54,5,5,5,5,5,node/38
73981,74193,95.9.168.215,5,5,5,5,5,node/88
73982,74194,66.216.242.223,5,4,5,5,5,node/25
73983,74195,94.55.213.131,5,5,5,5,5,node/88
73984,74196,85.108.198.80,5,5,5,5,5,node/88
73985,74197,78.186.240.79,5,5,5,5,5,node/88
73986,74198,195.155.253.243,5,5,5,5,5,node/88
73987,74199,78.186.240.79,5,5,5,5,5,node/88
73988,74200,85.108.198.80,5,5,5,5,5,node/88
73989,74201,176.43.140.34,5,5,5,5,5,node/88
73990,74202,195.175.201.58,5,5,5,5,5,node/88
73991,74203,195.155.253.243,5,5,5,5,5,node/88
73992,74204,78.165.190.69,5,5,5,5,5,node/85
73993,74205,78.186.57.61,5,5,5,5,5,node/88
73994,74206,195.87.244.8,5,5,5,5,5,node/88
73995,74207,78.182.123.24,5,5,5,5,5,node/88
73996,74208,176.219.173.11,5,5,5,5,5,node/88
73997,74209,78.186.57.61,5,5,5,5,5,node/88
73998,74210,176.40.41.52,5,5,5,5,5,node/88
73999,74211,176.219.173.11,5,5,5,5,5,node/88
74000,74212,85.108.198.80,5,5,5,5,5,node/85
74001,74213,78.189.30.33,5,5,5,5,4.5,node/88
74002,74214,78.182.123.24,5,5,5,5,5,node/88
74003,74215,78.186.57.61,5,5,5,5,5,node/88
74004,74216,78.165.190.69,4.5,4.5,4,4.5,4.5,node/86
74005,74217,95.9.109.198,5,5,5,5,5,node/88
74006,74218,212.156.45.238,5,5,5,5,5,node/88
74007,74219,24.137.49.126,4.5,5,4.5,5,5,node/88
74008,74220,195.142.171.10,5,5,5,5,5,node/88
74009,74221,188.3.62.128,5,5,5,5,5,node/88
74010,74222,12.5.152.115,5,5,5,5,5,node/88
74011,74223,37.140.208.1,5,5,5,5,5,node/88
74012,74224,188.3.62.128,5,5,5,5,5,node/88
74013,74225,94.55.235.66,5,5,5,5,5,node/85
74014,74226,212.156.45.238,5,5,5,5,5,node/27
74015,74227,12.5.152.115,5,5,5,5,5,node/88
74016,74228,213.74.197.210,5,5,5,5,5,node/88
74017,74229,188.58.9.49,5,5,5,5,5,node/88
74018,74230,78.188.102.147,5,5,5,5,5,node/88
74019,74231,88.228.32.11,5,5,5,5,5,node/88
74020,74232,213.248.166.74,5,5,5,5,5,node/88
74021,74233,88.228.32.11,5,5,5,5,5,node/88
74022,74234,88.245.24.11,5,5,5,5,5,node/88
74023,74235,88.244.9.123,5,5,5,5,5,node/88
74024,74236,188.57.186.65,5,5,5,5,5,node/88
74025,74237,78.189.210.118,5,5,5,5,5,node/88
74026,74238,212.252.138.141,5,5,5,5,5,node/88
74027,74239,213.194.109.110,5,5,5,5,5,node/88
74028,74240,78.179.29.132,5,5,5,4.5,5,node/88
74029,74241,5.46.211.213,5,5,5,5,5,node/88
74030,74242,78.174.224.174,5,5,5,5,5,node/88
74031,74243,78.165.190.69,4,4,4,3.5,4,node/91
74032,74244,95.0.162.242,5,5,5,5,5,node/88
74033,74245,213.194.109.110,5,5,5,5,5,node/88
74034,74246,213.148.68.2,5,5,5,5,5,node/88
74035,74247,5.46.128.50,5,5,5,5,5,node/88
74036,74248,95.0.162.242,5,5,5,5,5,node/88
74037,74249,78.165.190.69,5,4,4.5,4,4.5,node/70
74038,74250,195.49.217.241,5,5,5,5,5,node/88
74039,74251,213.194.109.110,5,5,5,5,5,node/88
74040,74252,95.0.162.242,5,5,5,5,5,node/88
74041,74253,213.148.68.2,5,5,5,5,5,node/88
74042,74254,194.126.145.250,5,5,5,5,5,node/88
74043,74255,88.244.157.76,5,5,5,5,5,node/88
74044,74256,188.3.62.128,5,5,5,5,5,node/88
74045,74257,176.219.145.191,5,5,5,5,5,node/88
74046,74258,88.236.12.168,5,5,5,5,5,node/88
74047,74259,195.155.203.251,5,5,5,5,5,node/88
74048,74260,213.148.68.2,5,5,5,5,5,node/88
74049,74261,194.84.117.199,5,5,5,5,5,node/88
74050,74262,5.47.104.13,1,5,5,5,5,node/88
74051,74263,85.100.129.26,5,5,5,5,5,node/88
74052,74264,193.255.108.20,5,5,5,5,5,node/88
74053,74265,212.253.223.229,5,5,5,5,5,node/88
74054,74266,213.148.68.2,5,5,5,5,5,node/88
74055,74267,88.247.34.243,5,5,5,5,5,node/88
74056,74268,88.244.157.76,5,5,5,5,5,node/88
74057,74269,78.179.108.56,5,5,5,5,5,node/88
74058,74270,88.244.157.76,5,5,5,5,5,node/88
74059,74271,107.72.162.108,5,5,5,5,5,node/88
74060,74272,78.83.126.118,5,5,5,5,5,node/88
74061,74273,176.219.144.67,5,5,5,5,5,node/88
74062,74274,88.251.109.144,5,5,5,5,5,node/51
74063,74275,93.208.232.51,5,5,5,5,5,node/88
74064,74276,88.251.109.144,5,5,5,5,5,node/28
74065,74277,79.234.9.42,5,5,5,5,5,node/88
74066,74278,88.251.109.144,5,5,5,5,5,node/71
74067,74279,213.194.109.110,5,5,5,5,5,node/88
74068,74280,78.167.99.70,5,5,5,5,5,node/88
74069,74281,188.57.171.212,5,5,5,5,5,node/88
74070,74282,79.234.9.42,5,5,5,5,5,node/88
74071,74283,178.240.241.243,5,5,5,5,5,node/88
74072,74284,62.244.231.226,5,5,5,5,5,node/88
74073,74285,176.43.145.38,5,5,5,5,5,node/88
74074,74286,78.184.12.233,5,5,5,5,5,node/88
74075,74287,69.180.184.5,5,5,5,5,5,node/87
74076,74288,176.43.145.38,5,5,5,5,5,node/88
74077,74289,79.234.9.42,5,5,5,5,5,node/88
74078,74290,213.194.109.110,5,5,5,5,5,node/88
74079,74291,188.57.87.63,5,5,5,5,5,node/88
74080,74292,188.57.171.212,5,5,5,5,5,node/88
74081,74293,176.43.145.38,5,5,5,5,5,node/88
74082,74294,88.247.151.91,5,5,5,5,5,node/88
74083,74295,81.213.41.94,5,5,5,5,5,node/88
74084,74296,159.146.100.248,5,5,5,5,5,node/88
74085,74297,212.156.57.110,5,5,5,5,5,node/88
74086,74298,81.213.44.112,5,5,5,5,5,node/85
74087,74299,159.146.100.248,5,5,5,5,5,node/88
74088,74300,213.148.68.2,5,5,5,5,5,node/88
74089,74301,151.250.85.145,5,5,5,5,5,node/88
74090,74302,88.240.114.227,5,5,5,5,5,node/88
74091,74303,85.101.147.70,4.5,3.5,4.5,2.5,2.5,node/89
74092,74304,78.186.152.18,5,5,5,5,5,node/88
74093,74305,85.101.147.70,2.5,4,2.5,3.5,2.5,node/89
74094,74306,78.186.183.138,5,4.5,5,5,5,node/88
74095,74307,88.245.75.85,5,5,5,5,5,node/85
74096,74308,88.245.75.85,5,5,5,5,5,node/85
74097,74309,178.240.2.129,5,5,5,5,5,node/88
74098,74310,82.222.171.118,5,5,5,5,5,node/88
74099,74311,78.161.160.120,5,5,5,5,5,node/88
74100,74312,188.58.125.150,5,5,5,5,5,node/88
74101,74313,195.142.190.65,5,5,5,5,5,node/88
74102,74314,176.219.165.65,5,5,5,5,5,node/88
74103,74315,88.240.114.227,5,5,5,5,5,node/105
74104,74316,88.247.129.124,5,5,5,5,5,node/88
74105,74317,85.158.101.5,5,5,5,5,5,node/88
74106,74318,78.163.46.119,5,5,5,5,5,node/85
74107,74319,46.197.170.226,5,5,5,5,5,node/88
74108,74320,78.163.46.119,5,5,5,5,5,node/85
74109,74321,81.95.166.66,5,5,4.5,5,5,node/90
74110,74322,78.189.86.16,5,5,5,5,5,node/88
74111,74323,88.245.24.11,5,5,5,5,5,node/88
74112,74324,88.247.151.91,5,5,5,5,5,node/88
74113,74325,78.189.86.16,5,5,5,5,5,node/88
74114,74326,46.197.212.50,5,5,5,5,5,node/88
74115,74327,88.240.117.165,5,5,5,5,5,node/85
74116,74328,194.27.153.2,5,5,5,5,5,node/88
74117,74329,141.196.194.65,5,5,5,5,5,node/88
74118,74330,46.196.50.40,5,5,5,5,5,node/85
74119,74331,194.27.153.2,5,5,5,5,5,node/88
74120,74332,88.235.157.68,1,1,1,1,1,node/88
74121,74333,85.158.97.5,5,5,5,5,5,node/88
74122,74334,92.45.88.58,5,5,5,5,5,node/88
74123,74335,88.233.78.184,5,5,5,5,5,node/88
74124,74336,88.235.157.68,1,1,1,1,1,node/88
74125,74337,85.103.32.6,5,5,5,5,5,node/88
74126,74338,46.1.126.248,5,5,5,5,5,node/88
74127,74339,85.98.164.78,5,5,5,5,5,node/88
74128,74340,94.120.149.198,5,5,5,5,5,node/88
74129,74341,88.240.114.227,4.5,5,5,4,5,node/51
74130,74342,85.158.97.6,5,5,5,5,5,node/88
74131,74343,91.93.199.232,5,5,5,5,5,node/88
74132,74344,46.1.126.248,5,5,5,5,5,node/88
74133,74345,85.98.164.78,5,5,5,5,5,node/88
74134,74346,37.140.208.1,5,5,5,5,5,node/88
74135,74347,81.95.166.66,5,5,5,5,5,node/114
74136,74348,85.100.115.116,5,5,5,5,5,node/88
74137,74349,88.240.114.227,5,5,5,5,5,node/113
74138,74350,91.93.199.232,5,5,5,5,5,node/88
74139,74351,85.158.97.6,5,5,5,5,5,node/88
74140,74352,95.13.87.32,5,5,5,5,5,node/88
74141,74353,78.34.65.139,5,5,5,5,5,node/88
74142,74354,87.174.189.92,5,5,5,5,5,node/88
74143,74355,178.245.173.150,5,5,5,5,5,node/88
74144,74356,95.13.87.32,5,5,5,5,5,node/88
74145,74357,85.158.97.6,5,5,5,5,5,node/88
74146,74358,81.95.166.66,5,5,5,5,5,node/38
74147,74359,87.174.189.92,5,5,5,5,5,node/88
74148,74360,95.13.87.32,5,5,5,5,5,node/88
74149,74361,88.244.245.73,5,5,5,5,5,node/88
74150,74362,78.175.50.64,5,5,5,5,5,node/88
74151,74363,85.158.97.6,5,5,5,5,5,node/88
74152,74364,88.248.110.249,5,5,5,5,5,node/88
74153,74365,78.168.133.145,5,5,5,5,5,node/88
74154,74366,78.189.86.16,5,5,5,5,5,node/88
74155,74367,88.255.123.50,5,5,5,5,5,node/88
74156,74368,78.168.133.145,5,5,5,5,5,node/88
74157,74369,78.189.86.16,5,5,5,5,5,node/88
74158,74370,213.148.68.2,5,5,5,5,5,node/88
74159,74371,95.13.87.32,5,5,5,5,5,node/88
74160,74372,95.13.87.32,5,5,5,5,5,node/88
74161,74373,95.8.133.59,1,1,1,1,1,node/88
74162,74374,87.175.44.207,5,5,5,5,5,node/88
74163,74375,95.8.133.59,1,1,1,1,1,node/88
74164,74376,85.158.97.5,5,5,5,5,5,node/88
74165,74377,95.8.133.59,1,1,1,1,1,node/88
74166,74378,95.6.30.8,5,5,5,5,5,node/88
74167,74379,213.74.111.61,5,5,5,5,5,node/88
74168,74380,95.13.87.32,5,5,5,5,5,node/88
74169,74381,88.242.196.106,5,5,5,5,5,node/88
74170,74382,85.158.97.6,5,5,5,5,5,node/88
74171,74383,212.109.224.2,5,5,5,5,5,node/88
74172,74384,95.8.133.59,1,1,1,1,1,node/88
74173,74385,81.95.166.66,5,5,5,5,4,node/88
74174,74386,213.194.109.110,5,5,5,4.5,1.5,node/71
74175,74387,212.156.57.110,5,5,5,5,5,node/85
74176,74388,212.156.57.110,5,5,5,5,5,node/85
74177,74389,188.58.106.44,5,5,5,5,5,node/88
74178,74390,176.41.73.26,5,5,5,5,5,node/88
74179,74391,193.140.1.97,5,5,5,5,5,node/88
74180,74392,212.252.67.171,5,5,5,4,4,node/88
74181,74393,92.45.88.58,5,5,5,5,5,node/88
74182,74394,78.174.16.72,5,5,5,5,5,node/88
74183,74395,176.219.175.236,5,5,5,5,5,node/88
74184,74396,176.219.175.236,5,5,5,5,5,node/88
74185,74397,95.7.167.8,5,5,5,5,5,node/88
74186,74398,91.93.231.157,5,5,5,5,5,node/88
74187,74399,207.244.89.110,5,5,5,5,5,node/88
74188,74400,85.158.97.5,5,5,5,5,5,node/88
74189,74401,31.200.22.216,5,5,5,5,5,node/88
74190,74402,81.214.188.15,5,5,5,5,5,node/88
74191,74403,85.158.97.5,5,5,5,5,5,node/88
74192,74404,213.74.95.202,5,5,5,5,5,node/88
74193,74405,88.227.231.76,5,5,5,5,5,node/88
74194,74406,94.121.56.74,5,5,5,5,5,node/88
74195,74407,194.29.214.244,5,5,5,5,5,node/88
74196,74408,193.140.85.150,5,5,5,5,5,node/88
74197,74409,78.189.216.44,5,5,5,4.5,5,node/88
74198,74410,99.173.147.118,5,5,5,5,5,node/88
74199,74411,23.16.96.180,5,5,5,5,5,node/88
74200,74412,212.156.62.54,5,5,5,5,5,node/88
74201,74413,88.232.216.173,5,5,5,5,5,node/88
74202,74414,195.214.160.194,5,5,5,5,5,node/88
74203,74415,78.189.161.77,5,5,5,5,5,node/88
74204,74416,88.232.216.173,5,5,5,5,5,node/105
74205,74417,95.6.46.172,5,5,5,5,5,node/88
74206,74418,78.174.218.237,5,5,5,5,5,node/88
74207,74419,178.233.149.250,5,5,5,5,5,node/88
74208,74420,78.189.161.77,5,5,5,5,5,node/88
74209,74421,78.188.90.102,5,5,5,5,5,node/88
74210,74422,78.180.123.73,5,5,5,5,5,node/88
74211,74423,83.66.168.204,5,5,5,5,5,node/88
74212,74424,78.174.218.237,5,5,5,5,5,node/88
74213,74425,78.180.192.144,5,5,5,5,5,node/88
74214,74426,213.148.68.2,5,5,5,5,5,node/88
74215,74427,213.148.68.2,5,5,5,5,5,node/88
74216,74428,78.180.192.144,5,5,5,5,5,node/88
74217,74429,85.110.132.208,5,5,5,5,5,node/88
74218,74430,85.158.97.5,5,5,5,5,5,node/88
74219,74431,85.103.19.40,5,5,5,5,5,node/88
74220,74432,188.58.17.165,5,5,5,5,5,node/60
74221,74433,85.103.19.40,5,5,5,5,5,node/88
74222,74434,176.237.250.156,5,5,5,5,5,node/88
74223,74435,178.240.245.212,5,5,5,5,5,node/88
74224,74436,178.193.232.83,5,5,5,5,5,node/88
74225,74437,178.251.43.126,5,5,5,5,5,node/88
74226,74438,88.241.183.13,5,5,5,5,5,node/88
74227,74439,212.252.166.251,1,1,1,1,1,node/88
74228,74440,81.214.45.251,5,5,5,5,5,node/88
74229,74441,92.45.104.226,5,5,5,5,5,node/88
74230,74442,79.123.216.9,5,5,5,5,5,node/88
74231,74443,188.58.17.165,5,5,5,5,5,node/88
74232,74444,62.108.64.1,5,5,5,5,5,node/88
74233,74445,195.175.205.50,5,5,5,5,5,node/88
74234,74446,92.45.104.226,5,5,5,5,5,node/88
74235,74447,78.179.61.53,5,5,5,5,5,node/88
74236,74448,78.179.61.53,5,5,5,5,5,node/88
74237,74449,85.96.14.34,5,5,5,5,5,node/88
74238,74450,67.246.245.249,5,5,5,5,5,node/88
74239,74451,194.29.214.244,5,5,5,5,5,node/88
74240,74452,85.105.185.180,5,5,5,5,5,node/88
74241,74453,188.57.230.180,5,5,5,5,5,node/88
74242,74454,195.87.244.6,5,5,5,5,5,node/88
74243,74455,69.180.184.5,4,3.5,2.5,2,5,node/118
74244,74456,67.246.245.249,5,5,5,5,5,node/88
74245,74457,5.46.187.47,5,5,5,5,5,node/88
74246,74458,212.156.63.18,5,5,5,5,5,node/88
74247,74459,81.213.47.6,2.5,2,3,2.5,1.5,node/54
74248,74460,88.240.105.16,5,5,5,5,5,node/88
74249,74461,62.244.248.74,5,5,5,5,5,node/88
74250,74462,195.212.22.247,5,5,5,5,5,node/88
74251,74463,195.212.22.247,5,5,5,5,5,node/88
74252,74464,194.29.214.244,5,5,5,5,5,node/88
74253,74465,88.243.44.172,5,5,5,5,5,node/88
74254,74466,85.105.68.10,5,5,5,5,5,node/88
74255,74467,178.233.181.217,5,5,5,5,5,node/88
74256,74468,88.243.44.172,5,5,5,5,5,node/88
74257,74469,78.178.142.4,5,5,5,5,5,node/88
74258,74470,88.232.198.66,5,5,5,5,5,node/88
74259,74471,88.224.143.212,5,5,5,5,5,node/88
74260,74472,37.155.156.229,5,5,5,5,5,node/88
74261,74473,81.8.87.2,5,5,5,5,5,node/88
74262,74474,78.186.63.148,1,1,1,1,1,node/88
74263,74475,62.108.64.1,5,5,5,5,5,node/88
74264,74476,78.176.37.133,5,5,5,5,5,node/88
74265,74477,62.108.64.1,5,5,5,5,5,node/88
74266,74478,77.92.112.204,5,5,5,5,5,node/88
74267,74479,94.55.132.244,5,5,5,5,5,node/88
74268,74480,81.159.50.100,5,5,5,5,5,node/88
74269,74481,5.46.225.118,5,5,5,5,5,node/88
74270,74482,93.182.65.8,5,5,5,5,5,node/88
74271,74483,62.108.64.1,5,5,5,5,5,node/88
74272,74484,212.174.203.2,5,5,5,5,5,node/88
74273,74485,78.164.254.95,5,5,5,5,5,node/88
74274,74486,78.191.147.202,5,5,5,5,5,node/88
74275,74487,87.109.36.156,5,5,5,5,5,node/85
74276,74488,46.106.232.82,5,5,5,5,5,node/88
